Protein A (unique pairs!!)	Protein B (unique pairs!!)	Times detected (RIS >0) (Is still like to be able to filter for this. After all we have multi vector transformants that can give stochastic false positives)	uniqueABavgIS (max)	uniqueABsumIS (max)	Avg_RS (raw reads / # screens)	Avg_RIS (raw reads / # screens) => to know if interaction was sampled at all	Found in both orientations (1/0)	H47_avgIS	H47_sumIS	H47_found in both orientations	H47_times detected	Avg_RS (raw reads / # screens) in H47	Avg_RIS (raw reads / # screens) in H47	"Biogrid_all direct evidence (y2h, reconstituted complex, structure)"	Biogrid_all	Hippie	HuRI ?	Protein atlas (nuclear 1/0)	Youn-Gingras_data	Nanobret (pos/neg) unique	Nanobret MBU (mean)	Nanobret MBU std dev (from above)	Jaccard score	Cobinding prob	Cobinding odds ratio	Mean log min distance (bimodal)	Mean log min distance std dev	Meta RNA binding similarity A vs AB KS statistics	Meta RNA binding similarity B vs AB KS statistics
ddx28	dmrtb1	1	0.52	2.91	0.18	2.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nosip	snrpc	1	0.58	2.91	6.18	3.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
gtse1	dhx57	1	0	2.91	1.09	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
celf1	cisd1	1	0.64	2.91	3.91	5.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
leng1	eif3g	3	0.54	2.91	3.09	14.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sfpq	noa1	1	0.57	2.91	4.36	8.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cpeb4	alg13	3	0.53	2.91	0.36	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
emicsrrm4mut2	srsf5	7	1.13	2.91	5.36	10.36	0	0.43	1.39	0	4	11.2	3.6	0	0	0	0			N/A	N/A	N/A							
eif4a3	kif2a	2	0.53	2.91	1.27	4.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
prr3	mrpl3	1	0.6	2.91	1.18	8.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
magoh	rpl3	1	0.61	2.91	2.91	4.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	1	0			N/A	N/A	N/A							
pcbp1	zc3h18	1	0.95	2.91	0	3.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nat10	grb2	1	0	2.91	1.55	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kif17v1	tsnax	1	0	2.91	3.09	2.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
clk1	larp1	1	0	2.91	1.18	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbm4	dpysl2	1	0.58	2.91	2	3.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
aen	snrpd1	4	0.59	2.91	31.09	14	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tuba1a	bub3	1	0.53	2.91	9.18	13.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
eef2	top3b	1	0.49	2.91	1.55	3.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
msi2	cisd2	1	0.57	2.91	1.82	9.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kif3c	ppie	2	0.52	2.91	4	12.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ebna1bp2	gar1	1	0.58	2.91	1.45	3.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tnrc6a	kif6	1	0	2.91	10.55	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pabpc1	dmrtb1	1	0	2.91	0.82	1.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tra2a	lyar	1	0.56	2.91	2.82	9.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nxf3	eif3g	1	0	2.91	8.09	0.55	0	0	0	0	0	2.2	0	0	0	0	0			N/A	N/A	N/A							
mrps27	hnrpll	4	0.89	2.91	4.82	16	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
syt4_38_425	qk	2	0	2.91	0.45	1.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dgcr14	dkc1	3	0.52	2.91	8.18	53.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
prpf6	myo10	1	0	2.91	0.36	3.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
celf1	zcchc9	2	0.52	2.91	4.82	13.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kif2a	dmrtb1	5	0	2.91	3.82	2.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
hnrnpk	eif3d	1	0	2.91	0	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
eif4a1	bag4	3	0.67	2.9	0.64	2.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
gtse1	unkl	1	0	2.9	3.82	2.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kpna2	apc_cter	1	0.58	2.9	0.55	3	0	0	0	0	2	4.6	2.2	0	0	0	0			N/A	N/A	N/A							
emicsrrm3mut25	clk3	1	0.62	2.9	21.73	3.36	0	0	0	0	4	66.6	2.6	0	0	0	0			N/A	N/A	N/A							
rbm38	ptcd1	2	0.51	2.9	2.82	8.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pif1	ddx39ab	2	0	2.9	28.64	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
snrpn	dhx32	1	0.52	2.9	6.55	6.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sart3	lin7a	2	0.65	2.9	12.82	12	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
srsf5	zc3h8	1	0.6	2.9	1.73	4.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kif9	dbc1	2	0.54	2.9	6.82	9.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
mrpl13	slc25a3	1	0	2.9	1.09	4.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
hnrnpll	dhx57	1	0.52	2.9	0.55	1.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx18	alg13	2	0	2.9	3.91	7.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl37a	mtg1	1	0.59	2.9	4.18	7.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
eif4a1	kpna1	1	0.57	2.9	6.73	14.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx31	dmrtb1	2	0	2.9	0.91	2.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
mrpl44	mrpl1	1	0	2.9	2.64	5.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	1	0			N/A	N/A	N/A							
gtse1	rbbp4	1	0	2.9	4.45	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
zmat5	eral1	1	0.59	2.9	5.18	6.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sf3b3	tsr1	1	0	2.9	3.73	2.09	0	0	0	0	0	8	0	0	0	0	0			N/A	N/A	N/A							
dhx16	qk	2	0.52	2.9	1	4.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dido1	lactb	1	0.62	2.9	0.27	3.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
bub3	npm1	1	0.53	2.9	1.91	6.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kif5a	cpsf6	1	0	2.9	0	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
mrpl4	rpl34	1	0.57	2.9	10.18	8.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
alg13	srsf2	2	0.57	2.9	16.18	16	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pif1	c9orf78	1	0.58	2.9	6.45	9.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx31	ube2i	3	0	2.9	4.55	1.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
utp23	nmt1	2	0.59	2.9	7.91	8.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
g3bp2	rps26	1	0	2.9	0.09	2.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
snrpa	ints4	3	0	2.9	14.55	4.18	0	0.13	0.21	0	3	104.4	3.4	0	0	0	0			N/A	N/A	N/A							
rbm14	kifc1	1	0	2.9	0	0.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rps6ka5	dhx8	1	0.53	2.9	5.18	3	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
srsf6	ppie	1	0.57	2.9	1	13.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
elavl2	hspd1	1	0	2.9	1.27	2	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbpms	nol7	2	0.53	2.9	1.27	9.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
lsm6	hspa9	3	0	2.9	5.82	2.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dmrtb1	eif4b	1	0.52	2.9	0.09	2.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pcgf5	snrpb	1	0.6	2.9	4.64	3.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ndufv3	rpsa	1	0.56	2.9	11.91	7	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
krt81	tnrc6a	1	0.57	2.9	4	8.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cpsf7	lin7a	3	0.74	2.9	9.09	18.82	0	0	0	0	1	21.4	0.4	0	0	0	0			N/A	N/A	N/A							
emicsrrm4	tfip11	3	0.62	2.9	1.36	6.18	0	0	0	0	2	4	1	0	0	0	0			N/A	N/A	N/A							
tarbp2	tfip11	1	0	2.9	0.36	1.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dkc1	lmna	1	0	2.9	6.91	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
gar1	ganab	1	0.54	2.9	2.73	2.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nufip2	hspa1a	1	0.57	2.9	6.27	10.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
emicsrrm3mut25	mapre2	1	0	2.9	4.73	0.55	0	0	0	0	0	4.4	0	0	0	0	0			N/A	N/A	N/A							
rbm14	emicsrrm4mut2	1	0	2.9	2.82	0.45	0	0	0	0	1	0.8	0.2	0	0	0	0			N/A	N/A	N/A							
mrpl3	fam190b	1	0.56	2.9	0.64	5.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ctnnd1	utp15	1	0.59	2.9	15.09	16.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ybx2	snw1	2	0	2.9	0.45	2.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
gtse1	hadha	1	0	2.9	5.55	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbpms	mrpl28	3	0.69	2.89	14.09	14.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dis3l	cxorf56	2	0.59	2.89	16.18	13.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ythdf2	trak2	4	0.79	2.89	0	6.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ythdf3	cpsf4	2	0.45	2.89	0	3	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
prdx2	dmrtb1	1	0	2.89	3.82	2.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
polr2a	nsun2	1	0.52	2.89	3	5.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tdrd9	nxf3	2	0.61	2.89	6.27	7.36	0	0	0	0	0	31	0	0	0	0	0			N/A	N/A	N/A							
tubg1	srsf4	1	0.49	2.89	0.82	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
katnb1	rnpc3	1	0.57	2.89	4	13.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nme1	spats2	1	0	2.89	0	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
u2af1	tdrd9	1	0.57	2.89	5.18	2.82	0	0	0	0	0	4.6	0	0	0	0	0			N/A	N/A	N/A							
txnl4a	c1orf35	1	0.47	2.89	3	3.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kif21b	fez2	2	0.54	2.89	3.55	4.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nap1l1	dhx57	1	0.56	2.89	2.09	5.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
kif23_cter	ccdc59	1	0.52	2.89	3.18	2.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
zc3h14	dhx32	1	0.53	2.89	2.18	1.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dapk1	rars	1	0.53	2.89	3.64	5.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
trmt1l	eif4e	1	0	2.89	1.73	2.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
raly	ruvbl1	1	0	2.89	0.82	2.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl17	krt81	1	0.57	2.89	10.18	11.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
exosc7	srsf2	5	0.94	2.89	4.82	20.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tsnax	csnk1e	1	0	2.89	0.55	5.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pkp2	nin	2	0	2.89	1.18	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
eef1a2	ube2l3	1	0.47	2.89	6.45	2.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
snrpg	calr	1	0.49	2.89	1.82	5.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tdrd9	krt31	1	0	2.89	0.27	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ganab	cpsf6	1	0.55	2.89	0	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
zadh2	alg13	3	0	2.89	7.18	4	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
mrps11	got2	1	0.51	2.89	5.73	5.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tra2a	bag4	1	0	2.89	0	1	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ngdn	pdia4	1	0	2.89	2	3.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbfox2_orf	eef1a2	2	1.04	2.89	2	7.82	0	0	0	0	2	12.2	1.6	0	0	0	0			N/A	N/A	N/A							
wdr33	zmat3	1	0	2.89	0.91	3.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sfpq	celf1	1	0	2.89	0.73	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
emicsrrm3mut25	rexo4	1	0.6	2.89	2.09	3.18	0	0	0	0	0	6.8	0	0	0	0	0			N/A	N/A	N/A							
tdrd9	vcp	1	0	2.89	1.91	0.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
magoh	pwp2	1	0	2.89	8.55	3	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
eef1a2	snrpn	2	0	2.89	3.64	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
bcas2	rpsa	3	0.92	2.89	5	13.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
exosc7	mrps27	3	0.66	2.89	2.45	19.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sarnp	cnn3	1	0.74	2.89	1.36	17.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sf3a3	prpf6	1	0.65	2.89	4.45	2.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	1	0	0			N/A	N/A	N/A							
rps24	dis3l	1	0.55	2.89	7.82	4.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
wdr18	snrnp70	1	0.57	2.89	1.36	7.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ccdc9	cirbp	2	0	2.89	7.82	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ythdf2	rab2b	1	0	2.89	0	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ccl14	nxf2	1	0.57	2.89	0	3.64	0	0	0	0	0	0.2	0	0	0	0	0			N/A	N/A	N/A							
snrpa	pura	2	0	2.89	1	1	0	0	0	0	1	1.2	0.6	0	0	0	0			N/A	N/A	N/A							
tra2a	emicsrrm3mut5	1	0	2.89	0	2.18	0	0	0	0	0	0	0	0	0	0	0			N/A	N/A	N/A							
dennd1a	hdac1	1	0	2.89	0.73	3	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pa2g4	luc7l2	1	0	2.89	3.64	3.73	0	0	0	0	1	5.4	0.2	0	0	0	0			N/A	N/A	N/A							
thoc3	rpl34	2	0.61	2.89	13.91	19.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cpsf4	rsl1d1	1	0.57	2.89	8.91	5.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ftsj3	emg1	1	0.61	2.89	1.45	10.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl17	isy1	1	0.67	2.89	17.64	19.18	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pcnp	kif20a_cter	1	0.5	2.88	11.36	3.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rbmx	ddx17	1	0	2.88	0.45	2.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pcbp1	rplp0	1	0	2.88	0	0.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	1	0	0			N/A	N/A	N/A							
nosip	bag4	1	0	2.88	0.27	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cpsf7	mocs3	1	0.64	2.88	4.18	16	0	0	0	0	0	7.2	0	0	0	0	0			N/A	N/A	N/A							
eif2c2	ppwd1	1	0.54	2.88	5.64	5.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
trnau1ap	mkrn1	1	0.54	2.88	6.09	15.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dennd1a	utp3	1	0.53	2.88	0.27	3	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pebp1	exosc5	1	0	2.88	1.55	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
supt5h	d2wsu81e	4	0.58	2.88	1.27	4.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
tuba1a	prrc2b	2	0	2.88	4	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dgcr14	snrnp48	2	0.62	2.88	0.18	17.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pspc1	rpl3	1	0.56	2.88	0.45	3.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
pcbp3	ubl5	2	0	2.88	0.45	0.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
mrps18c	thoc7	1	0.56	2.88	12.55	14	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
srek1	pa2g4	1	0.47	2.88	5.45	3.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
h2afy2	mdh2	1	0.53	2.88	2.55	6.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
snrpb	slain1	3	0.59	2.88	13.91	16.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
got2	dmrtb1	1	0.47	2.88	1.91	1.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ppig	dhx33	1	0	2.88	0	4.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
frg1	snip1	1	0.53	2.88	13.36	5.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cul1	os9	1	0.55	2.88	19.64	2.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl6	rps3a	1	0	2.88	10.55	4.64	0	N/A	N/A	N/A	N/A	N/A	N/A	1	1	0	0			N/A	N/A	N/A							
rpl7a	mif	1	0	2.88	2.09	3.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
srsf9	s100a16	1	0	2.88	1	2.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
mapt	atp5b	2	0	2.88	5.09	7.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
dhx38	lsm8	1	0.6	2.88	4.27	1.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rps13	lsm4	1	0.51	2.88	3.64	1.64	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nip7	safb2	1	0.51	2.88	10.09	6.36	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			neg	0.56	0.11							
cpeb4	fam98a	1	0	2.88	0.18	0.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
sf3b3	dmrtb1	1	0	2.88	1	2.36	0	0	0	0	4	2.8	2	0	0	0	0			N/A	N/A	N/A							
zc3hav1	sfpq	1	0	2.88	0.09	1.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
nelfe	rpusd3	1	0.57	2.88	13.09	6.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
cpeb2	exosc7	1	0	2.88	0	0.73	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ythdf2	rpl22	1	0	2.88	0.09	2.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ahnak	dmrtb1	2	0	2.88	2.18	2.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
rpl10a	dync1h1	1	0	2.88	2.36	2.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
myo1c	sfswap	2	0	2.88	0	1.27	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
wbp4	atp5a1	1	0	2.88	1.36	3.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
snrpd1	brd4	1	0.56	2.88	0.36	2.45	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx39a	lpar1	1	0.53	2.88	1.73	4.91	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
ddx28	srsf8	1	0.55	2.88	1.36	1.55	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
heatr1	srfbp1	1	0.6	2.88	8.36	14.82	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
chd2	cep55	3	0.47	2.88	3.27	4.09	0	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0			N/A	N/A	N/A							
